epoch,train_loss,val_loss,train_acc,val_acc,val_f1,val_precision,val_recall,epoch_time
1,0.3880857300050188,0.4304848357041677,0.6831683168316832,0.63,0.630622009569378,0.637037037037037,0.63,413.7841362953186
2,0.38547226924313965,0.430527800321579,0.6988448844884488,0.64,0.6416584807529985,0.6471407058447022,0.64,418.674275636673
3,0.3834536880156388,0.4287142090002696,0.6963696369636964,0.6333333333333333,0.6346900013566681,0.6401184091573374,0.6333333333333333,417.5725862979889
4,0.3781310774312161,0.42734333117802936,0.7046204620462047,0.6333333333333333,0.6360342809897777,0.6490060799027103,0.6333333333333333,418.364661693573
5,0.3814284758205854,0.42791842818260195,0.6815181518151815,0.6366666666666667,0.6390194132129617,0.647017781471563,0.6366666666666667,417.50890016555786
6,0.37822546128786044,0.4257663321495056,0.7227722772277227,0.6366666666666667,0.6383475086045466,0.6435714891092466,0.6366666666666667,432.12226462364197
7,0.3799041404385771,0.42353943904240926,0.7112211221122112,0.65,0.6520261686353145,0.6595085745632888,0.65,418.33701848983765
8,0.37857662854414964,0.4217718064785004,0.7004950495049505,0.6566666666666666,0.6590406930685995,0.6700815890689308,0.6566666666666667,420.48925375938416
9,0.3792149051777994,0.4230444292227427,0.6963696369636964,0.6466666666666666,0.6490211485060033,0.6576254850702081,0.6466666666666666,417.0033757686615
10,0.37002768955214976,0.41991660118103025,0.7235973597359736,0.6566666666666666,0.6587771208142807,0.6721378433242841,0.6566666666666667,418.83802366256714
