epoch,train_loss,val_loss,train_acc,val_acc,val_f1,val_precision,val_recall,epoch_time
1,0.8492291969041227,0.4930958104133606,0.33745874587458746,0.32666666666666666,0.31895545800104574,0.322357332841756,0.32666666666666666,513.9255232810974
2,0.8560640402752967,0.49321619033813474,0.31683168316831684,0.32,0.306941805197791,0.3044993739650228,0.32,513.6651101112366
3,0.848644763329635,0.4916847840944926,0.3333333333333333,0.3333333333333333,0.32238015620441623,0.323519551912471,0.3333333333333333,514.7171523571014
4,0.8477072684284878,0.4909768867492676,0.33910891089108913,0.3466666666666667,0.3380951035418727,0.34300375375375375,0.3466666666666667,514.0006656646729
5,0.836030652027319,0.49065272967020673,0.3457095709570957,0.33666666666666667,0.32936507936507936,0.33277695785602174,0.33666666666666667,512.8525269031525
6,0.8177671829859415,0.4895692833264669,0.3712871287128713,0.34,0.3303360870321576,0.3294246673858325,0.34,515.0969278812408
7,0.8341625629871985,0.4897132658958435,0.3481848184818482,0.34,0.3291743706275611,0.33063555540619766,0.34,515.7291023731232
8,0.8229211195073899,0.48729454199473066,0.367986798679868,0.3566666666666667,0.3476227342169371,0.355955334987593,0.3566666666666667,513.4901957511902
9,0.8238725138969547,0.4888404945532481,0.35396039603960394,0.32666666666666666,0.31822612073321865,0.3200368069933287,0.32666666666666666,513.9346971511841
10,0.8341426678223185,0.48862722476323445,0.3465346534653465,0.3466666666666667,0.33985911390300855,0.34122877028569465,0.3466666666666667,514.5600123405457
