epoch,train_loss,val_loss,train_acc,val_acc,val_f1,val_precision,val_recall,epoch_time
1,0.3829538534970173,0.3928475737571716,0.6864686468646864,0.6966666666666667,0.6984408501499754,0.7123987787070224,0.6966666666666667,104.46381211280823
2,0.3876349967305023,0.3926289149125417,0.66996699669967,0.7033333333333334,0.7056525373423627,0.7167383637561525,0.7033333333333335,105.05718493461609
3,0.37935959496120414,0.391614838441213,0.7037953795379538,0.7066666666666667,0.7070290289289748,0.7159360804537566,0.7066666666666667,105.19743657112122
4,0.3825735341597705,0.38940646886825564,0.6716171617161716,0.72,0.7210124582859699,0.7352369449708949,0.7200000000000001,105.7798125743866
5,0.3756400640844905,0.38798423687616984,0.7004950495049505,0.6966666666666667,0.6976539558354271,0.7070686309518867,0.6966666666666667,105.29091000556946
6,0.3758178767394705,0.3852363657951355,0.698019801980198,0.7033333333333334,0.7042244251020846,0.7117698726394378,0.7033333333333335,105.68791627883911
7,0.37045072024018066,0.3846895968914032,0.7161716171617162,0.7066666666666667,0.7081248901301991,0.7161296180187957,0.7066666666666667,104.64033889770508
8,0.37579742693665,0.382318563858668,0.7103960396039604,0.7133333333333334,0.7147592262299144,0.7300389012002909,0.7133333333333334,104.16517305374146
9,0.37065694267206856,0.3802325443426768,0.679042904290429,0.71,0.7120420034751076,0.7212679778944838,0.71,110.02103900909424
10,0.3632296161486371,0.37856884400049845,0.7161716171617162,0.72,0.7215900664300445,0.729466397319669,0.7200000000000001,108.75586247444153
