epoch,train_loss,val_loss,train_acc,val_acc,val_f1,val_precision,val_recall,epoch_time
1,1.6420690798523403,1.021593671798706,0.18811881188118812,0.208,0.19225007604259853,0.2145363616568563,0.20800000000000002,298.1191439628601
2,1.6464117758344896,1.023877079486847,0.19702970297029704,0.198,0.18516116990944037,0.22306872193032573,0.198,301.77877593040466
3,1.6429275321488332,1.0239712524414062,0.2,0.214,0.20741437915060237,0.24358119600277664,0.21400000000000002,298.52459025382996
4,1.6335757925958916,1.0209775853157044,0.20346534653465345,0.216,0.20965555352480253,0.24530804646298027,0.21600000000000003,298.8992748260498
5,1.6238203634129893,1.0229185752868653,0.2094059405940594,0.226,0.21282501076792787,0.256966957003803,0.22599999999999998,296.8447515964508
6,1.615283159690328,1.0248978962898254,0.22574257425742575,0.224,0.2193514121556151,0.25594287825995143,0.22400000000000003,301.26808047294617
7,1.6367029633852515,1.02172425031662,0.19603960396039605,0.232,0.22764085558451078,0.2569997687670863,0.23200000000000004,298.3796238899231
8,1.6306503024431738,1.023391351222992,0.1900990099009901,0.228,0.22566895182738653,0.2575491563826121,0.22800000000000004,300.312109708786
9,1.623954699063065,1.0198961501121522,0.2079207920792079,0.22,0.21217983577288707,0.2405721548913214,0.22000000000000003,299.1931462287903
10,1.6243498776218679,1.018100254535675,0.2089108910891089,0.22,0.2160451560810845,0.24012609612609612,0.22000000000000003,305.1135404109955
11,1.6202327043703286,1.0193018488883971,0.2079207920792079,0.228,0.2228880625667567,0.2452290256691665,0.22800000000000004,299.51719641685486
12,1.6116613874341001,1.0196124415397645,0.2103960396039604,0.236,0.232203999716093,0.24831336626392692,0.236,299.3691740036011
13,1.636141611325859,1.016951388835907,0.19455445544554456,0.262,0.2592838155996051,0.28792717246561056,0.262,300.0089237689972
14,1.6264293729668797,1.0164303903579712,0.2094059405940594,0.264,0.2638180265824978,0.27986849452452306,0.264,302.2597303390503
15,1.6192314483151578,1.0141019716262818,0.20445544554455444,0.254,0.25526939516341546,0.2710607132440697,0.254,299.526273727417
16,1.619340213218538,1.0155228195190429,0.21683168316831683,0.256,0.2552718294915483,0.27509043179669856,0.256,299.8368446826935
17,1.6059427967165956,1.0149923720359801,0.2202970297029703,0.248,0.24727166527399308,0.26959374525875657,0.248,296.86656403541565
18,1.6248406658078185,1.012082232952118,0.21534653465346534,0.25,0.24679799732056087,0.26210267730834647,0.25,300.5821866989136
19,1.6118527011115953,1.0141692323684692,0.22425742574257426,0.268,0.26856818827590867,0.28465742134133865,0.268,297.459130525589
20,1.628222114496892,1.0157413721084594,0.20396039603960395,0.252,0.2535691916914509,0.2634215424494017,0.25199999999999995,297.12441396713257
