epoch,train_loss,val_loss,train_acc,val_acc,val_f1,val_precision,val_recall,epoch_time
1,1.0295387541893686,1.0148190302848816,0.24108910891089108,0.268,0.15704993818201368,0.14099854027416506,0.26799999999999996,138.44708371162415
2,1.010877292699153,1.0042593693733215,0.26584158415841586,0.288,0.20938783870491876,0.26454372500884127,0.288,128.93050980567932
3,0.9974854766732395,0.994159568786621,0.299009900990099,0.304,0.2647429417886319,0.3218420329733369,0.304,130.4639151096344
4,0.9871877795398826,0.9820338792800903,0.32475247524752476,0.362,0.33980072318200083,0.3979546436111928,0.362,131.8105480670929
5,0.980398943636677,0.9734865798950195,0.3415841584158416,0.394,0.3823212861781734,0.46473857995614054,0.394,130.5769398212433
6,0.9657816629598637,0.9658401045799255,0.38465346534653466,0.412,0.4103293681068445,0.473012157207428,0.41200000000000003,132.7110481262207
7,0.956568462541788,0.9581874394416809,0.3995049504950495,0.426,0.41806134663277517,0.5080449422462122,0.426,131.38805413246155
8,0.9484293794868016,0.9451343312263488,0.43712871287128713,0.462,0.4532502380518023,0.509579661559475,0.462,132.0173499584198
9,0.9416152461920634,0.9376074757575988,0.4188118811881188,0.464,0.45936918694351403,0.5172639993068041,0.4640000000000001,128.4802987575531
10,0.9240872092766337,0.9275783777236939,0.46782178217821785,0.484,0.4747969443096919,0.5178123038292529,0.484,130.92609930038452
11,0.9165026381464287,0.9234909172058106,0.48267326732673266,0.478,0.46187304259296413,0.5291327403813759,0.47800000000000004,129.26532649993896
12,0.9057856229272219,0.9143345603942871,0.49603960396039604,0.47,0.4573436063754879,0.523143039049236,0.4699999999999999,130.5017602443695
13,0.8970080656580406,0.9058600430488586,0.49405940594059405,0.464,0.4393771732948097,0.5240911091918219,0.4640000000000001,134.10488843917847
14,0.8935949264186444,0.8982140078544617,0.505940594059406,0.468,0.4501768747395172,0.5236658709978416,0.46799999999999997,129.20935654640198
15,0.878689949583299,0.8895418291091919,0.5321782178217822,0.492,0.471239889988522,0.5242789250363156,0.492,132.2761778831482
16,0.8680843372156124,0.8842384519577027,0.5465346534653466,0.494,0.4752186308329082,0.5433627284737288,0.49400000000000005,128.4816029071808
17,0.8683222557058429,0.875672667980194,0.5173267326732673,0.502,0.49167351937713233,0.5481159010658605,0.502,132.08852529525757
18,0.8538040442041831,0.8686979694366455,0.5306930693069307,0.506,0.48592641096235767,0.542637815531239,0.506,128.94219303131104
19,0.842905068397522,0.8621951103210449,0.558910891089109,0.498,0.47632828871028865,0.5248697980985533,0.49799999999999994,128.89417576789856
20,0.8388296297281095,0.8534917082786561,0.554950495049505,0.494,0.4758286808355181,0.5441336253183422,0.49399999999999994,130.5199692249298
