timestamp,model,stage,local_epoch,lr,train_loss,train_acc,val_acc,f1,epoch_time_s,ckpt_path
2025-11-10 20:01:10,resnext50,stage2,4,1e-07,0.183770,0.870462,0.880000,,99.21,checkpoints\resnext50_epoch4.pth
2025-11-10 20:03:17,resnext50,stage2,5,1e-07,0.175885,0.886964,0.870000,,99.92,checkpoints\resnext50_epoch5.pth
2025-11-10 20:05:22,resnext50,stage2,6,1e-07,0.176600,0.879538,0.880000,,99.70,checkpoints\resnext50_epoch6.pth
2025-11-10 20:07:28,resnext50,stage2,7,1e-07,0.175180,0.881188,0.880000,,99.41,checkpoints\resnext50_epoch7.pth
2025-11-10 20:09:34,resnext50,stage2,8,1e-07,0.171316,0.891914,0.870000,,99.89,checkpoints\resnext50_epoch8.pth
2025-11-10 20:11:38,resnext50,stage2,9,1e-07,0.175223,0.876238,0.883333,,98.16,checkpoints\resnext50_epoch9.pth
2025-11-10 20:13:47,resnext50,stage2,10,1e-07,0.170234,0.883663,0.883333,,102.43,checkpoints\resnext50_epoch10.pth
2025-11-10 20:23:58,densenet161,stage1,1,1e-06,0.491554,0.344059,0.453333,,449.86,checkpoints\densenet161_epoch1.pth
2025-11-10 20:33:18,densenet161,stage1,2,1e-06,0.473671,0.424092,0.440000,,449.71,checkpoints\densenet161_epoch2.pth
2025-11-10 20:42:11,densenet161,stage1,3,1e-06,0.460680,0.486799,0.470000,,455.65,checkpoints\densenet161_epoch3.pth
2025-11-10 20:50:43,densenet161,stage1,4,1e-06,0.449896,0.551980,0.563333,,440.44,checkpoints\densenet161_epoch4.pth
2025-11-10 20:59:22,densenet161,stage1,5,1e-06,0.439712,0.584158,0.620000,,450.40,checkpoints\densenet161_epoch5.pth
2025-11-10 21:07:53,densenet161,stage1,6,1e-06,0.419539,0.643564,0.613333,,442.14,checkpoints\densenet161_epoch6.pth
2025-11-10 21:16:24,densenet161,stage1,7,1e-06,0.410248,0.665017,0.653333,,443.11,checkpoints\densenet161_epoch7.pth
2025-11-10 21:24:56,densenet161,stage1,8,1e-06,0.394958,0.693894,0.676667,,441.85,checkpoints\densenet161_epoch8.pth
2025-11-10 21:33:27,densenet161,stage1,9,1e-06,0.382251,0.725248,0.716667,,442.12,checkpoints\densenet161_epoch9.pth
2025-11-10 21:41:59,densenet161,stage1,10,1e-06,0.369667,0.755776,0.750000,,438.73,checkpoints\densenet161_epoch10.pth
2025-11-10 21:50:39,densenet161,stage1,11,1e-06,0.355102,0.762376,0.726667,,440.93,checkpoints\densenet161_epoch11.pth
2025-11-10 21:59:56,densenet161,stage1,12,1e-06,0.342491,0.774752,0.750000,,481.13,checkpoints\densenet161_epoch12.pth
2025-11-10 22:08:40,densenet161,stage1,13,1e-06,0.329366,0.796205,0.756667,,450.50,checkpoints\densenet161_epoch13.pth
2025-11-10 22:17:16,densenet161,stage1,14,1e-06,0.315983,0.804455,0.763333,,439.56,checkpoints\densenet161_epoch14.pth
2025-11-10 22:25:46,densenet161,stage1,15,1e-06,0.307754,0.797030,0.783333,,441.99,checkpoints\densenet161_epoch15.pth
2025-11-10 22:34:18,densenet161,stage1,16,1e-06,0.289566,0.839934,0.790000,,443.04,checkpoints\densenet161_epoch16.pth
2025-11-10 22:42:50,densenet161,stage1,17,1e-06,0.277471,0.830858,0.773333,,442.67,checkpoints\densenet161_epoch17.pth
2025-11-10 22:51:31,densenet161,stage1,18,1e-06,0.262328,0.847360,0.796667,,451.88,checkpoints\densenet161_epoch18.pth
2025-11-10 23:00:13,densenet161,stage1,19,1e-06,0.257254,0.852310,0.790000,,452.02,checkpoints\densenet161_epoch19.pth
2025-11-10 23:08:44,densenet161,stage1,20,1e-06,0.250163,0.853135,0.790000,,441.60,checkpoints\densenet161_epoch20.pth
2025-11-10 23:17:17,densenet161,stage2,1,1e-07,0.237819,0.856436,0.790000,,443.47,checkpoints\densenet161_epoch1.pth
2025-11-10 23:25:50,densenet161,stage2,2,1e-07,0.245524,0.835809,0.810000,,441.92,checkpoints\densenet161_epoch2.pth
2025-11-10 23:34:19,densenet161,stage2,3,1e-07,0.240401,0.844059,0.803333,,441.00,checkpoints\densenet161_epoch3.pth
2025-11-10 23:42:51,densenet161,stage2,4,1e-07,0.236710,0.850660,0.803333,,442.88,checkpoints\densenet161_epoch4.pth
2025-11-10 23:51:42,densenet161,stage2,5,1e-07,0.233545,0.860561,0.803333,,441.38,checkpoints\densenet161_epoch5.pth
2025-11-11 00:00:55,densenet161,stage2,6,1e-07,0.237200,0.844059,0.830000,,447.18,checkpoints\densenet161_epoch6.pth
2025-11-11 00:09:25,densenet161,stage2,7,1e-07,0.232394,0.852310,0.810000,,440.67,checkpoints\densenet161_epoch7.pth
2025-11-11 00:17:52,densenet161,stage2,8,1e-07,0.233514,0.857261,0.800000,,437.92,checkpoints\densenet161_epoch8.pth
2025-11-11 00:26:23,densenet161,stage2,9,1e-07,0.229627,0.853135,0.796667,,443.17,checkpoints\densenet161_epoch9.pth
2025-11-11 00:34:54,densenet161,stage2,10,1e-07,0.229531,0.853960,0.800000,,441.74,checkpoints\densenet161_epoch10.pth
2025-11-11 00:42:19,inception_v3,stage1,1,1e-06,0.713239,0.336634,0.386667,,164.71,checkpoints\inception_v3_epoch1.pth
2025-11-11 00:45:26,inception_v3,stage1,2,1e-06,0.697310,0.349835,0.393333,,159.22,checkpoints\inception_v3_epoch2.pth
2025-11-11 00:48:39,inception_v3,stage1,3,1e-06,0.661927,0.383663,0.410000,,164.69,checkpoints\inception_v3_epoch3.pth
2025-11-11 00:51:48,inception_v3,stage1,4,1e-06,0.639171,0.414191,0.456667,,160.45,checkpoints\inception_v3_epoch4.pth
2025-11-11 00:54:58,inception_v3,stage1,5,1e-06,0.618903,0.448845,0.470000,,161.87,checkpoints\inception_v3_epoch5.pth
2025-11-11 00:58:11,inception_v3,stage1,6,1e-06,0.606320,0.439769,0.486667,,164.74,checkpoints\inception_v3_epoch6.pth
2025-11-11 01:01:18,inception_v3,stage1,7,1e-06,0.570676,0.502475,0.476667,,160.31,checkpoints\inception_v3_epoch7.pth
2025-11-11 01:04:31,inception_v3,stage1,8,1e-06,0.572121,0.515677,0.516667,,165.23,checkpoints\inception_v3_epoch8.pth
2025-11-11 01:07:43,inception_v3,stage1,9,1e-06,0.549882,0.528878,0.530000,,162.56,checkpoints\inception_v3_epoch9.pth
2025-11-11 01:10:51,inception_v3,stage1,10,1e-06,0.539830,0.528053,0.533333,,159.92,checkpoints\inception_v3_epoch10.pth
2025-11-11 01:14:04,inception_v3,stage1,11,1e-06,0.512973,0.583333,0.556667,,165.60,checkpoints\inception_v3_epoch11.pth
2025-11-11 01:17:14,inception_v3,stage1,12,1e-06,0.507750,0.578383,0.576667,,160.95,checkpoints\inception_v3_epoch12.pth
2025-11-11 01:20:23,inception_v3,stage1,13,1e-06,0.482317,0.615512,0.576667,,161.64,checkpoints\inception_v3_epoch13.pth
2025-11-11 01:23:36,inception_v3,stage1,14,1e-06,0.474846,0.631188,0.603333,,165.13,checkpoints\inception_v3_epoch14.pth
2025-11-11 01:26:45,inception_v3,stage1,15,1e-06,0.454644,0.660066,0.593333,,159.73,checkpoints\inception_v3_epoch15.pth
2025-11-11 01:29:56,inception_v3,stage1,16,1e-06,0.453843,0.664191,0.606667,,162.71,checkpoints\inception_v3_epoch16.pth
2025-11-11 01:33:08,inception_v3,stage1,17,1e-06,0.447051,0.655941,0.596667,,164.16,checkpoints\inception_v3_epoch17.pth
2025-11-11 01:36:15,inception_v3,stage1,18,1e-06,0.432690,0.688119,0.660000,,160.23,checkpoints\inception_v3_epoch18.pth
2025-11-11 01:39:29,inception_v3,stage1,19,1e-06,0.416196,0.696370,0.650000,,166.27,checkpoints\inception_v3_epoch19.pth
2025-11-11 01:42:38,inception_v3,stage1,20,1e-06,0.413485,0.705446,0.646667,,160.75,checkpoints\inception_v3_epoch20.pth
2025-11-11 01:45:45,inception_v3,stage2,1,1e-07,0.410268,0.682343,0.673333,,159.56,checkpoints\inception_v3_epoch1.pth
2025-11-11 01:48:52,inception_v3,stage2,2,1e-07,0.407967,0.706271,0.673333,,159.20,checkpoints\inception_v3_epoch2.pth
2025-11-11 01:51:59,inception_v3,stage2,3,1e-07,0.407303,0.699670,0.640000,,159.32,checkpoints\inception_v3_epoch3.pth
2025-11-11 01:55:05,inception_v3,stage2,4,1e-07,0.384783,0.738449,0.660000,,158.69,checkpoints\inception_v3_epoch4.pth
2025-11-11 01:58:12,inception_v3,stage2,5,1e-07,0.395801,0.717822,0.653333,,159.18,checkpoints\inception_v3_epoch5.pth
2025-11-11 02:01:19,inception_v3,stage2,6,1e-07,0.393631,0.710396,0.683333,,159.45,checkpoints\inception_v3_epoch6.pth
2025-11-11 02:04:25,inception_v3,stage2,7,1e-07,0.392918,0.726073,0.660000,,158.88,checkpoints\inception_v3_epoch7.pth
2025-11-11 02:07:32,inception_v3,stage2,8,1e-07,0.397397,0.716997,0.673333,,159.15,checkpoints\inception_v3_epoch8.pth
2025-11-11 02:10:39,inception_v3,stage2,9,1e-07,0.397398,0.716172,0.663333,,159.13,checkpoints\inception_v3_epoch9.pth
2025-11-11 02:13:45,inception_v3,stage2,10,1e-07,0.399661,0.719472,0.633333,,159.32,checkpoints\inception_v3_epoch10.pth
